Date,Team,Acquired,Relinquished,Notes
1999-02-27,Clippers,• Stojko Vrankovic,,activated from IL
1999-02-28,Bucks,• Jerald Honeycutt,,activated from IL
1999-02-28,Grizzlies,• Lee Mayberry,,activated from IL
1999-02-28,Rockets,,• Eddie Johnson (Arnet),placed on IL with back spasms / strained lower back
1999-02-28,Rockets,• Charles Barkley,,activated from IL
1999-03-01,Celtics,,• Dwayne Schintzius,placed on IL with sore right knee
1999-03-01,Celtics,• Walter McCarty,,activated from IL
1999-03-01,Sonics,,• James Cotton,placed on IR with strained tendon in right leg
1999-03-01,Sonics,• Billy Owens,,activated from IL
1999-03-02,Clippers,,• Stojko Vrankovic,placed on IL with lower back spasms
1999-03-02,Clippers,• Charles Smith (Cornelius),,activated from IL
1999-03-02,Jazz,• Thurl Bailey,,activated from IL
1999-03-02,Rockets,,• Antoine Carr,placed on IL with sprained right knee
1999-03-02,Rockets,• Rodrick Rhodes,,activated from IL
1999-03-02,Spurs,,• Gerard King,placed on IR with cervical spasms
1999-03-02,Spurs,• Will Perdue,,activated from IL
1999-03-02,Suns,• Gerald Brown,,activated from IL
1999-03-02,Suns,• Toby Bailey,,activated from IL
1999-03-03,Blazers,,• Carlos Rogers,placed on IL with right knee tendinitis / bruised left quadriceps
1999-03-03,Blazers,• John Crotty,,activated from IL
1999-03-04,Hawks,• Steve Smith (Delano),,activated from IL
1999-03-04,Sonics,,• Martyn Norris / Moochie Norris,placed on IL with insomnia
1999-03-04,Sonics,• Drew Barry,,activated from IL
1999-03-05,Knicks,,• David Wingate,placed on IL with right knee patellar tendinitis
1999-03-05,Knicks,• Latrell Sprewell,,activated from IL
1999-03-05,Magic,,• Danny Schayes,placed on IL with strained left calf
1999-03-05,Magic,• Jonathan Kerner,,activated from IL
1999-03-08,Bulls,,• Charles Jones (Rahmel),placed on IL with strained right calf
1999-03-08,Magic,,• Miles Simon,placed on IL with left knee patella tendinitis
1999-03-08,Nets,• Lucious Harris,,activated from IL
1999-03-08,Warriors,,• Duane Ferrell,placed on IL with left knee tendinitis
1999-03-09,Bulls,,• Rusty LaRue,placed on IL with sprained left ankle
1999-03-09,Bulls,• Cory Carr,,activated from IL
1999-03-09,Bulls,• Keith Booth,,activated from IL
1999-03-09,Warriors,• Tyrone Bogues / Muggsy Bogues,,activated from IL
1999-03-10,Clippers,,• Brian Skinner,placed on IL with strained left knee
1999-03-10,Clippers,,• Sherman Douglas,placed on IL with strained groin
1999-03-10,Clippers,• Jerome Richardson / Pooh Richardson,,activated from IL
1999-03-10,Clippers,• Michael Olowokandi,,activated from IL
1999-03-10,Lakers,• Ruben Patterson,,activated from IL
1999-03-11,76ers,,• Casey Shaw,placed on IL
1999-03-11,Grizzlies,,• Tony Massenburg,placed on IL with sprained left wrist
1999-03-11,Grizzlies,• J.R. Henderson,,activated from IL
1999-03-11,Raptors,,• Negele Knight,placed on IL with strained lower back
1999-03-11,Raptors,• Micheal Williams,,activated from IL
1999-03-11,Timberwolves,• Reggie Jordan,,activated from IL
1999-03-12,Blazers,,• John Crotty,placed on IL with bruised left quadricep
1999-03-12,Blazers,• Bonzi Wells,,activated from IL
1999-03-12,Nets,,• Eric Murdock,placed on IR with cartilage damage in left knee
1999-03-12,Timberwolves,,• Malik Sealy,placed on IL with sprained left ankle
1999-03-13,Hawks,,• LaPhonso Ellis,placed on IL with back spasms
1999-03-13,Hornets,• Glen Rice Sr.,,activated from IL
1999-03-13,Knicks,• David Wingate,,activated from IL
1999-03-14,Bullets,• Tim Legler,,activated from IL
1999-03-14,Mavericks,,• Robert Pack,placed on IR with partially torn right hamstring
1999-03-14,Pistons,,• Charles O'Bannon,placed on IL with right knee tendinitis
1999-03-14,Wizards,,• Jahidi White,placed on IL with sprained right knee
1999-03-15,Magic,,• Jonathan Kerner,placed on IL with strained lower back
1999-03-15,Magic,• Danny Schayes,,activated from IL
1999-03-16,Nets,• Rony Seikaly,,activated from IL
1999-03-16,Pistons,,• Korleone Young,placed on IL with back spasms
1999-03-16,Raptors,,• Micheal Williams,placed on IR with sore right foot
1999-03-16,Raptors,• Sean Marks,,activated from IL
1999-03-16,Timberwolves,,• Anthony Peeler,placed on IL with strained left calf
1999-03-17,Pistons,• Christian Laettner,,activated from IL
1999-03-17,Timberwolves,,• Trevor Winter,placed on IL with strained lower back
1999-03-18,Bulls,,• Andrew Lang,placed on IL with sprained MCL in left knee
1999-03-18,Bulls,,• Corey Benjamin,placed on IR with tonsillitis
1999-03-18,Bulls,• Charles Jones (Rahmel),,activated from IL
1999-03-18,Bulls,• Rusty LaRue,,activated from IL
1999-03-18,Clippers,• Sherman Douglas,,activated from IL
1999-03-18,Wizards,,• Randell Jackson,placed on IL with left patella tendinitis
1999-03-19,Clippers,,• Jerome Richardson / Pooh Richardson,placed on IL with sprained left ankle
1999-03-19,Clippers,• Brian Skinner,,activated from IL
1999-03-20,Celtics,,• Ronald Jones / Popeye Jones,placed on IL with sore left knee
1999-03-20,Celtics,• Marlon Garnett,,activated from IL
1999-03-20,Grizzlies,,• Lee Mayberry,placed on IL with tendinitis in both knees
1999-03-20,Grizzlies,• Tony Massenburg,,activated from IL
1999-03-21,Magic,,• Charles Outlaw / Bo Outlaw,placed on IL with fractured left fibula
1999-03-21,Magic,• Gerald Wilkins,,activated from IL
1999-03-22,76ers,• Scott Williams,,activated from IL
1999-03-22,Bucks,,• Sam Cassell,placed on IL with sprained right ankle
1999-03-22,Celtics,,• Eric Riley,placed on IL with plantar fasciatis in left foot
1999-03-22,Celtics,• Dwayne Schintzius,,activated from IL
1999-03-22,Nets,,• Jim McIlvaine,placed on IR with torn cartilage in left shoulder
1999-03-22,Pistons,,• Joe Dumars,placed on IL with strained left calf
1999-03-22,Pistons,• Charles O'Bannon,,activated from IL
1999-03-22,Rockets,,• Matt Maloney,placed on IR with sore right elbow
1999-03-23,Blazers,• John Crotty,,activated from IL
1999-03-23,Cavaliers,,• Ryan Stack,placed on IL with back spasms
1999-03-23,Clippers,,• Sherman Douglas,placed on IL with strained left quadriceps
1999-03-23,Grizzlies,,• Doug West,placed on IL with broken toe on right foot
1999-03-23,Heat,,• Marty Conlon,placed on IR with lacerated right pinky finger
1999-03-23,Heat,• Terry Mills,,activated from IL
1999-03-23,Magic,,• Gerald Wilkins,placed on IR with strained calf
1999-03-23,Magic,• Miles Simon,,activated from IL
1999-03-23,Nets,,• Scott Burrell,placed on IL with sprained right ankle
1999-03-23,Sonics,,• Vin Baker,placed on IR with partially torn ligament in right thumb
1999-03-25,Bulls,,• Ron Harper,placed on IR with dislocated right finger & hyperextended right knee
1999-03-25,Bulls,• Corey Benjamin,,activated from IL
1999-03-26,Grizzlies,,• Bryant Reeves,placed on IL with right knee injury
1999-03-26,Grizzlies,• Makhtar Ndiaye / Makhtar N'Diaye,,activated from IL
1999-03-26,Sonics,,• Don MacLean,placed on IL with lower back pain
1999-03-26,Sonics,• Jelani McCoy,,activated from IL
1999-03-27,76ers,,• Rick Mahorn,placed on IL with plantar fasciatis in right foot
1999-03-28,Suns,,• Rex Chapman,placed on IL with turf toe in left foot
1999-03-29,Mavericks,,• Bruno Sundov,placed on IR with tendinitis in right hand / wrist injury
1999-03-29,Mavericks,• Robert Pack,,activated from IL
1999-03-30,Mavericks,,• Robert Pack,torn right hamstring (DNP)
1999-03-31,Pistons,,• Charles O'Bannon,placed on IL with right knee tendinitis
1999-03-31,Pistons,• Joe Dumars,,activated from IL
1999-04-01,Heat,,• Terry Mills,placed on IR with strength deficit in left leg
1999-04-01,Nuggets,,• Keon Clark,placed on IR with partially collapsed lung
1999-04-01,Wizards,,• Tracy Murray,placed on IL with sprained right big toe
1999-04-01,Wizards,• Randell Jackson,,activated from IL
1999-04-02,Celtics,,• Bruce Bowen,placed on IL with broken right index finger
1999-04-02,Celtics,• Eric Riley,,activated from IL
1999-04-02,Hawks,,• Steve Smith (Delano),placed on IL with sprained left knee
1999-04-02,Magic,,• Nick Anderson,strained left hamstring (DNP)
1999-04-02,Nets,,• Jayson Williams,placed on IR with broken right leg
1999-04-04,Clippers,• Sherman Douglas,,activated from IL
1999-04-04,Knicks,,• Rick Brunson,placed on IR with kidney stones
1999-04-04,Knicks,• Ben Davis,,activated from IL
1999-04-04,Pistons,,• Christian Laettner,placed on IL with fractured rib
1999-04-04,Pistons,• Korleone Young,,activated from IL
1999-04-05,Lakers,,• Travis Knight,placed on IL with left Achilles tendinitis
1999-04-05,Lakers,• Tyronn Lue,,activated from IL
1999-04-06,Blazers,,• Jermaine O'Neal,placed on IL with bone spurs in left ankle
1999-04-06,Clippers,,• Keith Closs,placed on IL with patella tendinitis in right knee
1999-04-06,Nets,,• Jayson Williams,placed on IR with broken leg (out for season) (per Stats)
1999-04-06,Nets,• Scott Burrell,,activated from IL
1999-04-06,Sonics,,• Billy Owens,placed on IL with strained left knee
1999-04-06,Sonics,• Don MacLean,,activated from IL
1999-04-07,Rockets,,• Brent Price,placed on IL with torn cartilage in right knee
1999-04-07,Spurs,,• Andrew Gaze,placed on IL with sprained left ankle
1999-04-07,Suns,,• Toby Bailey,placed on IL with right knee tendinitis
1999-04-07,Suns,• Rex Chapman,,activated from IL
1999-04-07,Timberwolves,,• Terrell Brandon,placed on IL with bruised right knee / thigh (Stats)
1999-04-07,Timberwolves,• Malik Sealy,,activated from IL
1999-04-08,Rockets,• Matt Maloney,,activated from IL
1999-04-08,Sonics,,• Drew Barry,placed on IR with back pain
1999-04-08,Sonics,• Vin Baker,,activated from IL
1999-04-08,Spurs,• Gerald King,,activated from IL
1999-04-08,Spurs,• Gerard King,,activated from IL
1999-04-09,Bulls,,• Brent Barry,placed on IL with sprained right ankle
1999-04-09,Bulls,• Ron Harper,,activated from IL
1999-04-11,Pistons,,• Korleone Young,placed on IL with back spasms
1999-04-11,Pistons,• Charles O'Bannon,,activated from IL
1999-04-12,Pacers,,• Fred Hoiberg,placed on IL with lower back spasms
1999-04-12,Pacers,• Derrick McKey,,activated from IL
1999-04-12,Wizards,,• Juwan Howard,placed on IL with sprained left ankle
1999-04-12,Wizards,• Tracy Murray,,activated from IL
1999-04-13,76ers,,• George Lynch,placed on IR with sprained right MCL
1999-04-13,76ers,• Rick Mahorn,,activated from IL
1999-04-13,Blazers,,• Brian Shaw,placed on IL with left knee tendinitis
1999-04-13,Blazers,• Carlos Rogers,,activated from IL
1999-04-13,Heat,,• Theodore Edwards / Blue Edwards,placed on IL with plantar fasciatis in left foot
1999-04-13,Heat,• Voshon Lenard,,activated from IL
1999-04-14,Blazers,,• Carlos Rogers,placed on IL with right knee tendinitis
1999-04-14,Blazers,• Jermaine O'Neal,,activated from IL
1999-04-14,Cavaliers,• Ryan Stack,,activated from IL
1999-04-14,Celtics,,• Eric Riley,placed on IL with sprained right ankle
1999-04-14,Celtics,• Bruce Bowen,,activated from IL
1999-04-14,Magic,,• Miles Simon,placed on IR with patella tendinitis in left knee
1999-04-14,Magic,• Charles Outlaw / Bo Outlaw,,activated from IL
1999-04-14,Wizards,,• Terry Davis,placed on IL with bruised right shin (date 04-19 per AP)
1999-04-16,Hawks,• Steve Smith (Delano),,activated from IL
1999-04-16,Lakers,• Travis Knight,,activated from IL
1999-04-16,Nuggets,• Kelly McCarty,,activated from IL
1999-04-17,Mavericks,,• Robert Pack,placed on IR with torn ligaments in left shoulder (out for season)
1999-04-17,Mavericks,• Bruno Sundov,,activated from IL
1999-04-17,Sonics,,• Vladimir Stepania,placed on IL
1999-04-17,Sonics,• James Cotton,,activated from IL
1999-04-19,Wizards,• Jahidi White,,activated from IL
1999-04-21,Celtics,,• Kenny Anderson,placed on IL with strained right hamstring
1999-04-21,Celtics,• Eric Riley,,activated from IL
1999-04-21,Heat,,• Rex Walters,placed on IL with right knee patella tendinitis
1999-04-21,Heat,• Marty Conlon,,activated from IL
1999-04-21,Rockets,,• Othella Harrington,placed on IR with surgery on left toe
1999-04-21,Rockets,• Brent Price,,activated from IL
1999-04-21,Timberwolves,,• Malik Sealy,placed on IL with sprained left ankle
1999-04-21,Timberwolves,,• Reggie Jordan,placed on IL with sprained right ankle
1999-04-21,Timberwolves,• Anthony Peeler,,activated from IL
1999-04-21,Timberwolves,• Terrell Brandon,,activated from IL
1999-04-23,Bulls,• Brent Barry,,activated from IL (per Bulls media guide)
1999-04-23,Clippers,,• Darrick Martin,placed on IR with strained right knee (left knee per Stats)
1999-04-23,Clippers,• Keith Closs,,activated from IL
1999-04-23,Knicks,,• Ben Davis,placed on IL with lower back pain
1999-04-24,76ers,• George Lynch,,activated from IL
1999-04-24,Blazers,,• Bonzi Wells,placed on IR with asthma
1999-04-24,Knicks,,• Mirsad Turkcan,placed on IL with strained right groin
1999-04-24,Knicks,• Rick Brunson,,activated from IL
1999-04-24,Suns,,• Marko Milic,placed on IR with fractured nose
1999-04-24,Suns,• Toby Bailey,,activated from IL
1999-04-25,76ers,,• Doug Overton,placed on IL with strained lower back
1999-04-25,Bulls,,• Charles Jones (Rahmel),placed on IL with left knee patellar tendinitis
1999-04-25,Bulls,• Brent Barry,,activated from IL
1999-04-26,Cavaliers,,• Brevin Knight,placed on IR with fractured left hand
1999-04-26,Cavaliers,• Derek Anderson,,activated from IL
1999-04-27,Nets,,• Keith Van Horn,placed on IL with broken left thumb
1999-04-27,Pistons,,• Khalid Reeves,placed on IL with strained lower back (back spasms per Stats)
1999-04-27,Pistons,• Christian Laettner,,activated from IL
1999-04-27,Sonics,,• Rashard Lewis,placed on IR with back strain
1999-04-27,Sonics,• Vladimir Stepania,,activated from IL
1999-04-28,Suns,,• Gerald Brown,placed on IL with left knee tendinitis
1999-04-29,Rockets,• Stanley Roberts,,activated from IL
1999-04-30,Raptors,,• Sean Marks,placed on IL with upper respiratory infection
1999-04-30,Raptors,• Negele Knight,,activated from IL
1999-04-30,Sonics,• Drew Barry,,activated from IL
1999-04-30,Warriors,,• Jason Caffey,placed on IL with strained right Achilles tendon
1999-04-30,Warriors,• Duane Ferrell,,activated from IL
1999-05-01,Bucks,,• Dell Curry,placed on IL with lower back spasms
1999-05-01,Bucks,• Sam Cassell,,activated from IL
1999-05-01,Grizzlies,• Bryant Reeves,,activated from IL
1999-05-01,Timberwolves,,• Dennis Scott,placed on IL with right knee tendinitis
1999-05-01,Timberwolves,• Malik Sealy,,activated from IL
1999-05-02,Heat,,• Keith Askins,placed on IR with a deep thigh bruise
1999-05-02,Heat,,• Marty Conlon,placed on IR with tendinitis in right hand
1999-05-02,Heat,• Rex Walters,,activated from IL
1999-05-02,Heat,• Theodore Edwards / Blue Edwards,,activated from IL
1999-05-03,Bulls,,• Randy Brown,placed on IL with a sprained right ankle
1999-05-03,Bulls,• Charles Jones (Rahmel),,activated from IL
1999-05-04,Blazers,• Bonzi Wells,,activated from IL
1999-05-04,Bucks,,• Glenn Robinson,placed on IR with a deep bone bruise in right knee
1999-05-04,Bucks,,• Vinny Del Negro,placed on IL with sprained left ankle (out for season)
1999-05-04,Bucks,• Paul Grant,,activated from IL
1999-05-04,Cavaliers,,• Corie Blount,underwent surgery on left knee to remove torn cartilage
1999-05-04,Celtics,,• Greg Minor,placed on IR with a right hip fracture
1999-05-04,Heat,,• Alonzo Mourning,placed on IR with a right hip pointer / slight eye fracture
1999-05-04,Knicks,,• Patrick Ewing Sr.,placed on IR with Achilles tendinitis
1999-05-04,Rockets,,• Anthony Miller / Pig Miller,placed on IR with a strained left knee
1999-05-04,Rockets,• Othella Harrington,,activated from IL
1999-05-05,76ers,• Anthony Parker,,activated from IL
1999-05-05,76ers,• Doug Overton,,activated from IL
1999-05-05,Blazers,• Brian Shaw,,activated from IL
1999-05-05,Blazers,• Carlos Rogers,,activated from IL
1999-05-05,Blazers,• Nikita Morgunov,,activated from IL
1999-05-05,Bucks,• Dell Curry,,activated from IL
1999-05-05,Bucks,• Glenn Robinson,,activated from IL
1999-05-05,Bucks,• Vinny Del Negro,,activated from IL
1999-05-05,Bulls,• Andrew Lang,,activated from IL
1999-05-05,Bulls,• Randy Brown,,activated from IL
1999-05-05,Cavaliers,• Brevin Knight,,activated from IL
1999-05-05,Celtics,• Bruce Bowen,,activated from IL
1999-05-05,Celtics,• Greg Minor,,activated from IL
1999-05-05,Celtics,• Kenny Anderson,,activated from IL
1999-05-05,Celtics,• Ronald Jones / Popeye Jones,,activated from IL
